title,year,genres,imdb_rating,local_gross,worldwide_gross,budget,opening_weekend,url
The Abrafaxe: Under the Black Flag,2001,"['Adventure', 'Comedy', 'Back to top', 'Animation', 'Family']",5.7,N/A,"$675,025",N/A,N/A,https://www.imdb.com/title/tt0295152/
Don't Tell Papa,2004,"['Back to top', 'Drama', 'Comedy']",5.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0385511/
The Windmill Palm Grove,2005,"['Back to top', 'Drama', 'Romance']",7.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0479689/
Road Movie,2002,"['Back to top', 'Drama', 'Romance']",6.5,N/A,"$100,500",N/A,N/A,https://www.imdb.com/title/tt0334245/
Gudseura Geum-suna,2002,"['Back to top', 'Drama', 'Comedy']",6.4,N/A,"$535,850","$1,800,000 (estimated)",N/A,https://www.imdb.com/title/tt0333526/
Mapado,2005,"['Back to top', 'Drama', 'Adventure', 'Comedy']",6.0,N/A,"$19,286,223",N/A,N/A,https://www.imdb.com/title/tt0479709/
My Boyfriend Is Type-B,2005,"['Romance', 'Back to top', 'Comedy']",5.6,N/A,"$7,576,904",N/A,N/A,https://www.imdb.com/title/tt0452972/
Say Yes,2001,"['Thriller', 'Back to top', 'Drama', 'Romance', 'Crime']",5.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0293573/
Mongjungin,2002,"['Back to top', 'Drama']",6.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0312976/
Il Mare,2000,"['Back to top', 'Fantasy', 'Drama', 'Romance']",7.5,N/A,"$225,223","$2,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0282599/
Season in the Sun,2003,"['Back to top', 'Action', 'Drama', 'Family']",6.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0352217/
Bad Guy,2001,"['Back to top', 'Drama', 'Romance']",6.6,N/A,"$62,100",N/A,N/A,https://www.imdb.com/title/tt0307213/
Road,2005,"['Back to top', 'Drama']",6.5,N/A,"$10,919",N/A,N/A,https://www.imdb.com/title/tt0783720/
Camel(s),2001,"['Back to top', 'Drama']",6.2,N/A,N/A,"$75,000 (estimated)",N/A,https://www.imdb.com/title/tt0332260/
Nightmare,2000,"['Thriller', 'Supernatural Horror', 'Back to top', 'Horror', 'Crime']",5.1,N/A,"$101,411",N/A,N/A,https://www.imdb.com/title/tt0269266/
Spider Forest,2004,"['Horror', 'Thriller', 'Back to top', 'Drama', 'Mystery']",6.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0407821/
When Romance Meets Destiny,2005,"['Romance', 'Back to top', 'Comedy']",6.6,N/A,"$14,049,623",N/A,N/A,https://www.imdb.com/title/tt0488736/
Lover's Concerto,2002,"['Back to top', 'Drama', 'Romance']",7.1,N/A,"$9,230",N/A,N/A,https://www.imdb.com/title/tt0328675/
The Last Witness,2001,"['Mystery', 'Back to top', 'Drama', 'Romance', 'Action']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0297168/
Lee So-ryongeul chajalat,2002,"['Back to top', 'Action', 'Drama', 'Comedy']",3.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0308494/
The Red Shoes,2005,"['Back to top', 'Thriller', 'Mystery', 'Horror']",5.7,N/A,"$7,853,740",N/A,N/A,https://www.imdb.com/title/tt0468683/
Romantic Warriors,2003,"['Martial Arts', 'Romance', 'Comedy', 'Back to top', 'Fantasy', 'Horror', 'Action']",4.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0385115/
The Butterfly,2001,"['Sci-Fi', 'Back to top']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0293442/
Mokpo the Harbor,2004,"['Action', 'Back to top', 'Comedy']",5.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0396736/
Love in Magic,2005,"['Romance', 'Back to top', 'Comedy']",6.2,N/A,"$6,830,664",N/A,N/A,https://www.imdb.com/title/tt0464761/
Conduct Zero,2002,"['Romance', 'Back to top', 'Comedy']",6.5,N/A,"$9,837,044",N/A,N/A,https://www.imdb.com/title/tt0341535/
Surprise Party,2002,"['Romance', 'Back to top', 'Comedy']",5.9,N/A,"$1,790,131",N/A,N/A,https://www.imdb.com/title/tt0324123/
Liar,2004,"['Back to top', 'Comedy']",6.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0405101/
Choihui mancheon,2003,"['Back to top', 'Comedy']",5.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0383269/
Daddy-Long-Legs,2005,"['Back to top', 'Romance', 'Drama', 'Comedy']",6.3,N/A,"$2,534,233",N/A,N/A,https://www.imdb.com/title/tt0453125/
Shit Up!,2004,"['Back to top', 'Comedy']",5.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0453127/
Welcome to Dongmakgol,2005,"['War', 'Back to top', 'Drama', 'Comedy']",7.6,N/A,"$32,065,527",N/A,N/A,https://www.imdb.com/title/tt0475783/
S Diary,2004,"['Romance', 'Back to top', 'Comedy']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0426196/
01412 pasasingeum,2000,"['Fantasy', 'Action', 'Back to top']",6.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0294237/
Once Upon a Time in the Battlefield,2003,"['Back to top', 'Comedy']",5.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0378078/
Sword in the Moon,2003,"['Back to top', 'Drama', 'Action', 'Adventure']",5.7,N/A,"$189,634",N/A,N/A,https://www.imdb.com/title/tt0370402/
"Au Revoir, UFO",2004,"['Back to top', 'Drama', 'Romance']",6.0,N/A,N/A,"$2,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0395452/
Truth Game,2000,"['Thriller', 'Back to top', 'Mystery']",6.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0314230/
Partition,2000,"['Back to top', 'Sci-Fi', 'Crime', 'Horror']",6.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0389238/
"My Beautiful Girl, Mari",2002,"['Back to top', 'Fantasy', 'Animation', 'Drama']",6.5,N/A,"$58,798",N/A,N/A,https://www.imdb.com/title/tt0302758/
Diary of June,2005,"['Thriller', 'Back to top', 'Drama', 'Mystery', 'Crime']",6.2,N/A,"$3,867,958",N/A,N/A,https://www.imdb.com/title/tt0475557/
Aachi & Ssipak,2005,"['Comedy', 'Anime', 'Back to top', 'Animation', 'Sci-Fi', 'Action', 'Adult Animation', 'Crime']",6.7,N/A,"$579,717","$3,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0972542/
Low Life,2004,"['Back to top', 'Drama', 'Action', 'Crime']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0403100/
Libera me,2000,"['Back to top', 'Action', 'Drama']",5.7,N/A,N/A,"$4,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0289278/
Jungle Juice,2002,"['Action', 'Back to top', 'Comedy']",5.5,N/A,"$3,868,090",N/A,N/A,https://www.imdb.com/title/tt0311373/
Volcano High,2001,"['Comedy', 'Back to top', 'Fantasy', 'Slapstick', 'Action']",5.9,N/A,"$268,489",N/A,N/A,https://www.imdb.com/title/tt0301429/
Ogu: A Hilarious Mourning,2003,"['Back to top', 'Drama', 'Comedy']",6.2,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0387461/
Kick the Moon,2001,"['Back to top', 'Drama', 'Comedy']",6.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0294916/
Shin Suk-ki blues,2004,"['Back to top', 'Drama', 'Comedy']",6.1,N/A,"$1,885,655",N/A,N/A,https://www.imdb.com/title/tt0440798/
If You Were Me,2003,"['Back to top', 'Drama']",6.4,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0391539/
Faceless Things,2005,"['Back to top', 'Drama']",6.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt3384800/
Seven Swords,2005,"['Wuxia', 'Martial Arts', 'Adventure', 'Back to top', 'Fantasy', 'Action']",6.1,N/A,"$3,473,290","HK$140,000,000 (estimated)",N/A,https://www.imdb.com/title/tt0429078/
T'choupi,2004,"['Back to top', 'Animation', 'Family']",6.5,N/A,"$811,316",N/A,N/A,https://www.imdb.com/title/tt0348878/
Spin Kick,2004,"['Action', 'Back to top', 'Comedy']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0406713/
Sex of Magic,2002,"['Back to top', 'Romance', 'Drama', 'Comedy']",4.7,N/A,"$154,567",N/A,N/A,https://www.imdb.com/title/tt0336792/
KT,2002,"['Back to top', 'Thriller', 'Action', 'Drama']",6.2,N/A,"$31,204",N/A,N/A,https://www.imdb.com/title/tt0309751/
A Perfect Match,2002,"['Romance', 'Back to top', 'Comedy']",5.7,N/A,"$2,625,603",N/A,N/A,https://www.imdb.com/title/tt0326992/
The King and the Clown,2005,"['Back to top', 'Drama', 'History']",7.3,N/A,"$74,539,870",N/A,N/A,https://www.imdb.com/title/tt0492835/
Godoki momburim childae,2004,"['Romance', 'Back to top', 'Comedy']",5.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0398082/
Yuadogjon,2002,"['Back to top', 'Romance', 'Drama', 'Comedy']",4.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0341667/
A Tale of Two Sisters,2003,"['Tragedy', 'Horror', 'Thriller', 'Drama', 'Back to top', 'Mystery', 'Suspense Mystery']",7.1,"$72,541","$1,080,087",N/A,"$1,060",https://www.imdb.com/title/tt0365376/
Break Out,2002,"['Action', 'Back to top', 'Comedy']",6.2,N/A,"$7,680,210",N/A,N/A,https://www.imdb.com/title/tt0325743/
A Letter from Mars,2003,"['Back to top', 'Drama', 'Romance']",5.8,N/A,$959,N/A,N/A,https://www.imdb.com/title/tt0358528/
Clementine,2004,"['Back to top', 'Action', 'Drama']",3.0,N/A,N/A,"$2,300,000 (estimated)",N/A,https://www.imdb.com/title/tt0406661/
"I'm a Cyborg, But That's OK",2006,"['Back to top', 'Romance', 'Drama', 'Comedy']",6.9,N/A,"$4,642,401",N/A,N/A,https://www.imdb.com/title/tt0497137/
Digital Short Films by Three Filmmakers 2004,2004,"['Back to top', 'Romance', 'Drama', 'Comedy']",5.8,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0874886/
This Is Law,2001,"['Back to top', 'Action', 'Crime']",5.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0301437/
My Tutor Friend,2003,"['Romance', 'Action', 'Back to top', 'Comedy']",6.5,N/A,"$17,896,209",N/A,N/A,https://www.imdb.com/title/tt0348591/
A Boy Who Went to Heaven,2005,"['Back to top', 'Romance']",6.4,N/A,"$949,293",N/A,N/A,https://www.imdb.com/title/tt0488031/
Green Chair,2005,"['Back to top', 'Drama', 'Romance']",6.1,N/A,N/A,"$1,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0436639/
Bus Stop,2002,"['Back to top', 'Drama', 'Romance']",6.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0310826/
A Bizarre Love Triangle,2002,"['Back to top', 'Comedy']",5.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0340044/
My Beautiful Days,2001,"['Back to top', 'Drama', 'Romance']",7.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0312308/
Summertime,2001,"['Back to top', 'Thriller', 'Drama']",5.3,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0297414/
All for Love,2005,"['Back to top', 'Romance', 'Drama', 'Comedy']",6.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0479724/
Face,2004,"['Back to top', 'Drama', 'Horror']",5.6,"$108,151","$162,717","$4,000,000 (estimated)","$12,366",https://www.imdb.com/title/tt0409947/
Arahan,2004,"['Fantasy', 'Action', 'Back to top', 'Comedy']",6.5,N/A,"$39,707","$4,500,000 (estimated)",N/A,https://www.imdb.com/title/tt0404777/
Hi! Dharma 2: Showdown in Seoul,2004,"['Back to top', 'Drama', 'Comedy']",5.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0411263/
To Catch a Virgin Ghost,2004,"['Back to top', 'Horror', 'Crime', 'Comedy']",6.4,N/A,"$2,119",N/A,N/A,https://www.imdb.com/title/tt0420183/
Too Beautiful to Lie,2004,"['Romance', 'Back to top', 'Comedy']",7.0,N/A,"$778,400",N/A,N/A,https://www.imdb.com/title/tt0390042/
Mutt Boy,2003,"['Back to top', 'Drama']",6.1,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0369357/
A Little Monk,2002,"['Back to top', 'Family']",6.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0346887/
Hera Purple,2001,"['Thriller', 'Back to top', 'Horror']",4.3,"$4,123","$4,123",N/A,"$1,926",https://www.imdb.com/title/tt0298361/
Mr Butterfly,2003,"['Action', 'Back to top']",5.5,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0360821/
The Anarchists,2000,"['Thriller', 'Action', 'Back to top']",5.6,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0280427/
All Tomorrow's Parties,2003,"['Back to top', 'Sci-Fi', 'Drama']",5.7,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0384804/
Possible Changes,2004,"['Back to top', 'Drama']",6.0,N/A,N/A,N/A,N/A,https://www.imdb.com/title/tt0407815/
